id,host_id_fk,listings_group
HOT3375305125,26406881,Single-listing Hosts
BUT4242694715,94655384,Single-listing Hosts
PAL0272227855,47991606,10+ listing Hosts
BUT8982080010,52351942,Single-listing Hosts
BUT0351489607,7215587,Single-listing Hosts
BUT3045354071,93212848,Single-listing Hosts
MEN3105930238,16767644,Single-listing Hosts
BAT8595472764,99014414,Single-listing Hosts
OBS6500476634,98633976,Single-listing Hosts
BUT3385187463,4330583,Single-listing Hosts
LOU8843232410,98287050,10+ listing Hosts
VAU6322411671,21453303,2-3 listing Hosts
ENT0849459338,54334530,Single-listing Hosts
BUT8620140813,99479418,Single-listing Hosts
BAT9680320775,64259288,Single-listing Hosts
VAU1839645753,29268597,Single-listing Hosts
POP2578560789,38854505,Single-listing Hosts
VAU2116633743,64850138,Single-listing Hosts
BAT7271421059,20465859,Single-listing Hosts
ELY1364028033,83060006,Single-listing Hosts
BUT5577733097,56143887,2-3 listing Hosts
MEN6786026365,89299216,Single-listing Hosts
GOB4080259916,79758364,Single-listing Hosts
ELY1009497063,671371,Single-listing Hosts
POP6397121603,25558669,2-3 listing Hosts
HOT1741460240,91050541,10+ listing Hosts
BAT8435589728,77089628,Single-listing Hosts
BUT4407276164,99757949,Single-listing Hosts
MEN3034842210,25558669,2-3 listing Hosts
HOT1820016820,52250768,Single-listing Hosts
LOU6673323346,16777969,Single-listing Hosts
BUT5011904995,4729598,Single-listing Hosts
VAU5629390167,72450465,Single-listing Hosts
PAN7013167485,69839574,2-3 listing Hosts
PAS2106258348,29154211,Single-listing Hosts
TEM8470576487,99435602,Single-listing Hosts
HOT4409508504,29247086,Single-listing Hosts
GOB7726381952,75159649,Single-listing Hosts
REU0112624576,79266352,Single-listing Hosts
VAU8220723882,14605371,Single-listing Hosts
POP6992791449,29854359,Single-listing Hosts
BAT9676040209,72081447,Single-listing Hosts
BUT3028383949,16033250,Single-listing Hosts
HOT2433879051,43603968,Single-listing Hosts
MEN0359316454,84356622,Single-listing Hosts
POP0849821703,78549876,Single-listing Hosts
ENT8681999075,17406552,Single-listing Hosts
TEM3276160643,24724178,Single-listing Hosts
ENT9388332627,9474804,Single-listing Hosts
LUX6680068130,51396595,2-3 listing Hosts
PAS7373871013,42733680,Single-listing Hosts
TEM0169197829,67524243,Single-listing Hosts
BAT8499381475,49118741,Single-listing Hosts
BAT3260591788,87289812,Single-listing Hosts
TEM0098810318,89670998,10+ listing Hosts
BUT3630863823,52708052,Single-listing Hosts
BUT3724659955,37433279,Single-listing Hosts
POP7182759301,835747,Single-listing Hosts
ELY1545437630,74425261,Single-listing Hosts
PAS0646628652,45230476,Single-listing Hosts
MEN5352872218,54779641,Single-listing Hosts
BAT6703080127,99247430,Single-listing Hosts
LUX9368649160,41420240,2-3 listing Hosts
BUT0874181777,45242225,Single-listing Hosts
LUX0038731222,48390466,Single-listing Hosts
OPE7237490785,72582024,2-3 listing Hosts
LOU3451879718,76810427,Single-listing Hosts
PAS6966480269,92316493,Single-listing Hosts
LOU1220628592,28029067,Single-listing Hosts
BUT5814871294,12765811,Single-listing Hosts
BUT8982561184,17299472,Single-listing Hosts
BUT4051534278,65925883,Single-listing Hosts
POP5705875435,25052507,Single-listing Hosts
MEN3593574894,28645038,Single-listing Hosts
BUT6555888298,3970412,Single-listing Hosts
VAU0972053378,83840500,Single-listing Hosts
POP6889881948,47998813,Single-listing Hosts
BUT8074643763,78091189,Single-listing Hosts
BUT8757483625,70207056,Single-listing Hosts
ELY0492663586,92774866,Single-listing Hosts
VAU8635256257,60240898,Single-listing Hosts
BUT4668273137,20181846,Single-listing Hosts
LOU8800831264,65661824,Single-listing Hosts
BOU5855504765,49961975,Single-listing Hosts
OPE6461472267,44250732,Single-listing Hosts
BUT8368518650,61683968,Single-listing Hosts
MEN8886477446,93698693,Single-listing Hosts
VAU7946445289,80019485,Single-listing Hosts
BUT0098044211,23800941,Single-listing Hosts
TEM9298212560,87161050,Single-listing Hosts
MEN7214315917,92555406,Single-listing Hosts
POP0147343988,980525,Single-listing Hosts
MEN7833605201,38215651,Single-listing Hosts
OPE2659554637,96072020,Single-listing Hosts
OBS6355295270,12145946,Single-listing Hosts
MEN0418150244,91562113,Single-listing Hosts
BUT4564071365,51153853,Single-listing Hosts
BUT3248604150,46087695,Single-listing Hosts
OBS6546567495,58254702,2-3 listing Hosts
MEN1622141392,90284321,Single-listing Hosts
POP3526573817,95858741,Single-listing Hosts
PAL9450221390,98533234,Single-listing Hosts
LOU5103646523,4766263,Single-listing Hosts
LOU5157648585,77887095,Single-listing Hosts
MEN7863907689,49906792,2-3 listing Hosts
LUX1874018428,95776552,Single-listing Hosts
MEN5066236685,31397492,Single-listing Hosts
BUT3284555172,5348846,Single-listing Hosts
POP2837727016,61938248,4-9 listing Hosts
POP8362518746,61938248,4-9 listing Hosts
POP2765369220,373901,Single-listing Hosts
REU1479834528,89493245,Single-listing Hosts
ENT3570548471,40044200,Single-listing Hosts
OPE1049653285,94448266,Single-listing Hosts
VAU1575948934,33236823,Single-listing Hosts
OPE5454155771,39864739,Single-listing Hosts
POP6140001107,61938248,4-9 listing Hosts
POP8708510075,61938248,4-9 listing Hosts
ELY3242382107,67791010,Single-listing Hosts
GOB9628114067,53548800,Single-listing Hosts
OBS9966916296,21145218,Single-listing Hosts
BUT6056617391,65329262,Single-listing Hosts
POP3534415572,25102919,Single-listing Hosts
BUT2484217677,73476240,2-3 listing Hosts
POP7313897096,82447080,Single-listing Hosts
ELY6360654528,38417517,Single-listing Hosts
BAT6771681188,26779724,2-3 listing Hosts
POP5095828454,47604989,Single-listing Hosts
PAL0743796243,88133610,Single-listing Hosts
PAS5224330538,53860169,Single-listing Hosts
BAT4974976113,18078777,Single-listing Hosts
OBS9453090379,73733415,Single-listing Hosts
POP5499588586,90213034,10+ listing Hosts
POP3927433344,91026825,Single-listing Hosts
ENT5198804095,93936752,Single-listing Hosts
ENT2644768027,89286369,Single-listing Hosts
BAT3790192234,22322639,Single-listing Hosts
REU2471032094,81885473,Single-listing Hosts
ENT5858177233,2848307,Single-listing Hosts
LOU0805332217,10271769,Single-listing Hosts
BUT0362083591,49468042,2-3 listing Hosts
TEM6243722943,97491981,Single-listing Hosts
BAT2555023870,42303462,Single-listing Hosts
BUT0135484849,11383682,2-3 listing Hosts
TEM4829379943,79841264,Single-listing Hosts
LUX9054955863,85070196,Single-listing Hosts
PAL0923611434,47991606,10+ listing Hosts
PAL5209221361,47991606,10+ listing Hosts
MEN1737509597,58819503,Single-listing Hosts
MEN2801901073,29872719,Single-listing Hosts
BUT5397714960,35408996,Single-listing Hosts
BAT1002053725,82636395,Single-listing Hosts
ENT6242834079,33479136,Single-listing Hosts
PAN6322779206,47634178,Single-listing Hosts
BAT1702983607,88185603,Single-listing Hosts
MEN6339082930,90185145,Single-listing Hosts
POP5815300301,6468472,Single-listing Hosts
OPE8876356491,68272979,Single-listing Hosts
ENT6727693027,70146059,Single-listing Hosts
PAS6514342758,25623594,Single-listing Hosts
PAN7509621860,90153277,Single-listing Hosts
POP8115300244,1699835,Single-listing Hosts
PAN4024482927,74504741,Single-listing Hosts
LOU4688543015,21445841,Single-listing Hosts
OPE8688684448,56373967,Single-listing Hosts
BUT1583458506,225880,Single-listing Hosts
BAT2724317245,82225644,Single-listing Hosts
ENT6742693025,60421026,Single-listing Hosts
BUT2938543743,22023626,Single-listing Hosts
ENT1821014633,96885921,Single-listing Hosts
BUT8468597674,48549397,Single-listing Hosts
BAT5713977901,28611138,Single-listing Hosts
POP4718009958,97597992,Single-listing Hosts
BAT4349601633,77946213,Single-listing Hosts
LOU2180542085,72703797,2-3 listing Hosts
BUT5791043874,8070995,Single-listing Hosts
POP7657324868,72935517,Single-listing Hosts
BUT7965720817,43045682,Single-listing Hosts
POP6092307452,74091962,Single-listing Hosts
GOB6661450101,55180641,Single-listing Hosts
ELY4132910271,59899032,Single-listing Hosts
BUT5227244882,35985381,Single-listing Hosts
POP5798291633,55403379,Single-listing Hosts
PAN4462175735,62555607,Single-listing Hosts
MEN9845355880,24352474,Single-listing Hosts
ENT1278631423,71999518,Single-listing Hosts
MEN1662185731,65135784,Single-listing Hosts
VAU8358671270,92821225,Single-listing Hosts
MEN9221045607,8963819,Single-listing Hosts
LUX8666924428,56677578,Single-listing Hosts
POP5804214628,63681729,Single-listing Hosts
LOU7050566039,33509994,Single-listing Hosts
GOB0680217363,1377572,Single-listing Hosts
BUT1842812572,87845879,Single-listing Hosts
HOT5441145116,17731759,Single-listing Hosts
ENT8309335582,21345636,Single-listing Hosts
BUT1970593104,38519188,Single-listing Hosts
BUT2724047099,22489372,Single-listing Hosts
HOT6075432080,67388899,Single-listing Hosts
GOB8645667065,1494192,Single-listing Hosts
PAN9709994932,64092889,Single-listing Hosts
BUT2314275497,98702198,Single-listing Hosts
PAN8312502684,13568510,Single-listing Hosts
BUT9521420715,58042645,10+ listing Hosts
MEN5900670105,30638418,Single-listing Hosts
ENT4473901563,57878393,Single-listing Hosts
POP9397687914,17054197,Single-listing Hosts
ENT9500831235,81918316,Single-listing Hosts
MEN6520487297,51845488,Single-listing Hosts
GOB1394454372,74431417,2-3 listing Hosts
MEN9661416405,69407512,Single-listing Hosts
ENT0323976672,68464923,Single-listing Hosts
OBS7437148016,80040480,Single-listing Hosts
HOT2094832973,78989633,Single-listing Hosts
VAU1568603757,67864940,Single-listing Hosts
LOU4969920117,769022,10+ listing Hosts
PAN4720794449,79200184,Single-listing Hosts
VAU4881743685,16128340,Single-listing Hosts
TEM0686879702,89670998,10+ listing Hosts
LUX4282564809,6744482,Single-listing Hosts
OBS2271433538,71986156,Single-listing Hosts
PAS2135145648,59934488,Single-listing Hosts
MEN5035485187,30743524,Single-listing Hosts
VAU6367079493,64408296,Single-listing Hosts
BUT4874984480,83857375,Single-listing Hosts
ENT7337707184,15271612,Single-listing Hosts
BUT0492661907,57265093,Single-listing Hosts
BUT2367126023,32702024,Single-listing Hosts
BOU1575344038,94182296,Single-listing Hosts
POP1295720233,68078456,Single-listing Hosts
PAS0191449288,31433734,Single-listing Hosts
PAN6881224461,18145809,Single-listing Hosts
HOT1234656480,78658277,4-9 listing Hosts
PAL5728352555,27299602,Single-listing Hosts
POP6529378652,26095675,Single-listing Hosts
ELY0596829323,51526678,2-3 listing Hosts
MEN5917204938,57247955,Single-listing Hosts
LOU3970543710,79895843,Single-listing Hosts
PAN4371279642,47013334,Single-listing Hosts
TEM6866148258,17338053,Single-listing Hosts
POP7403522745,14184789,Single-listing Hosts
BUT2531141725,44425230,Single-listing Hosts
PAS8483109290,59588618,2-3 listing Hosts
VAU4152244997,33592328,Single-listing Hosts
ELY0378650896,2203692,Single-listing Hosts
OPE1632767902,94010298,Single-listing Hosts
HOT6499996541,6375446,4-9 listing Hosts
BUT1151192615,81752956,Single-listing Hosts
POP2334848454,71985501,Single-listing Hosts
TEM9909003857,6375446,4-9 listing Hosts
BUT8077625159,6012069,Single-listing Hosts
OBS6444178798,94541498,Single-listing Hosts
BUT2356879476,22425695,Single-listing Hosts
BUT5220082952,32258534,Single-listing Hosts
ENT1558069348,86892126,2-3 listing Hosts
VAU6496068001,11621468,Single-listing Hosts
BAT1679938588,72897256,Single-listing Hosts
PAN1060728735,26714392,Single-listing Hosts
ENT4535586585,81085561,Single-listing Hosts
ENT2332399541,5546578,Single-listing Hosts
OBS8185116926,46675168,Single-listing Hosts
ENT7633841524,38896533,Single-listing Hosts
POP5214482234,79471193,Single-listing Hosts
MEN9075005545,42322409,Single-listing Hosts
MEN7004213755,44576942,Single-listing Hosts
BUT1918810679,59944390,Single-listing Hosts
LUX6532179590,57980142,Single-listing Hosts
PAN4399557621,83899575,Single-listing Hosts
REU8813682710,91140955,Single-listing Hosts
PAN1970989964,49324743,Single-listing Hosts
BUT0547421288,68095416,Single-listing Hosts
TEM0837745018,33234711,Single-listing Hosts
PAN4383722858,32526524,Single-listing Hosts
LUX8538797845,40025150,Single-listing Hosts
PAL4824858859,94423792,Single-listing Hosts
PAN8007046537,4448294,Single-listing Hosts
TEM2396598942,76576743,Single-listing Hosts
BUT8403701797,96160114,Single-listing Hosts
VAU4351929182,52731365,Single-listing Hosts
BUT6513410960,16859916,Single-listing Hosts
OBS6584016127,44904802,Single-listing Hosts
VAU5046093492,4157918,Single-listing Hosts
BOU5543221866,20575573,Single-listing Hosts
BUT4645530533,22240244,Single-listing Hosts
BAT3332567146,93509497,Single-listing Hosts
BUT1369263248,43010955,Single-listing Hosts
OBS9203567951,82137641,Single-listing Hosts
PAN2440018816,65894734,Single-listing Hosts
MEN7345945515,38715301,2-3 listing Hosts
PAL2952949616,85276858,Single-listing Hosts
VAU9690189405,55347616,Single-listing Hosts
VAU0183557072,86715719,Single-listing Hosts
OBS0825853874,23596262,Single-listing Hosts
POP8299405203,27699212,Single-listing Hosts
GOB9556904509,87287311,Single-listing Hosts
BUT3761374678,50315426,Single-listing Hosts
REU6826008945,82792440,Single-listing Hosts
ENT1583327949,39522163,Single-listing Hosts
ENT9300492023,59853049,Single-listing Hosts
ENT5663964287,84780757,Single-listing Hosts
LUX5152226421,90300144,Single-listing Hosts
BUT8469492787,57704554,Single-listing Hosts
OPE9176627386,81668961,Single-listing Hosts
ENT0729275469,4519241,Single-listing Hosts
BAT0048157416,72975279,Single-listing Hosts
BUT1368041042,64047645,Single-listing Hosts
PAL7625076508,47991606,10+ listing Hosts
REU7771369717,55272306,Single-listing Hosts
TEM1155192066,32416849,Single-listing Hosts
POP2774062169,58992555,Single-listing Hosts
OPE9146699530,86437440,4-9 listing Hosts
GOB1596696864,68833599,Single-listing Hosts
PAL7844615929,47991606,10+ listing Hosts
VAU4610257446,79708512,Single-listing Hosts
REU3475817833,22783677,Single-listing Hosts
OPE1470523245,86437440,4-9 listing Hosts
ENT5096009420,25822601,Single-listing Hosts
PAN4830686778,99800068,Single-listing Hosts
HOT7046010391,3251838,Single-listing Hosts
POP0650366822,24387782,Single-listing Hosts
VAU7546725101,19029864,Single-listing Hosts
OPE8461313631,9797603,Single-listing Hosts
TEM1859819177,88300733,Single-listing Hosts
BAT3280876907,25205332,Single-listing Hosts
VAU4081776781,70879128,Single-listing Hosts
LUX0992723345,49891886,Single-listing Hosts
MEN8165567528,49902190,Single-listing Hosts
BUT5952358731,83752090,Single-listing Hosts
BUT0842852920,96698758,Single-listing Hosts
POP4777994130,67677455,Single-listing Hosts
BUT5859987959,75786091,Single-listing Hosts
TEM8578451012,59363309,Single-listing Hosts
VAU8687793155,6033561,Single-listing Hosts
BAT7159197854,36611938,Single-listing Hosts
GOB2917583218,76919384,Single-listing Hosts
POP4859772060,38092114,Single-listing Hosts
BOU7259327583,47882440,Single-listing Hosts
BAT4033316561,25576748,2-3 listing Hosts
POP7679225093,32079533,Single-listing Hosts
BAT9760800126,3333076,Single-listing Hosts
HOT8742571409,769022,10+ listing Hosts
PAL4896900475,4004864,Single-listing Hosts
ENT5535122105,96127557,Single-listing Hosts
POP9337576906,7708613,Single-listing Hosts
BUT5779831482,57353565,Single-listing Hosts
LOU9307328259,35888811,Single-listing Hosts
ENT7292494088,35667304,Single-listing Hosts
OPE6586412537,22816795,Single-listing Hosts
TEM7584302916,59449753,Single-listing Hosts
REU0901080641,27862686,Single-listing Hosts
VAU6645831567,54035974,Single-listing Hosts
BAT3230816794,17736104,Single-listing Hosts
LUX6195139615,31089018,Single-listing Hosts
BOU9096675227,95332023,Single-listing Hosts
PAS9547332549,18867539,Single-listing Hosts
OPE2086736361,92127497,Single-listing Hosts
VAU7313285749,15712473,Single-listing Hosts
LOU1514852964,65472855,Single-listing Hosts
ELY7361145445,85264611,10+ listing Hosts
VAU0161985923,1697253,Single-listing Hosts
BUT3254206844,58711943,Single-listing Hosts
TEM9118722637,55803921,Single-listing Hosts
BUT2293679326,32823220,2-3 listing Hosts
ENT0130449594,21538117,Single-listing Hosts
OBS7728006282,72226398,Single-listing Hosts
POP8881068413,50537549,Single-listing Hosts
OBS0805854461,58254702,2-3 listing Hosts
OPE6888762462,55092208,Single-listing Hosts
POP4683980349,64269542,Single-listing Hosts
VAU3809833406,1822883,Single-listing Hosts
HOT6208085735,92895145,Single-listing Hosts
BAT2069728116,40671921,Single-listing Hosts
MEN6240736373,39292609,Single-listing Hosts
ENT7653249374,85421493,Single-listing Hosts
REU5318995147,90731251,Single-listing Hosts
BUT4868688026,30848081,Single-listing Hosts
BUT0888911801,46790520,Single-listing Hosts
PAN6103521003,11473481,Single-listing Hosts
MEN4853853019,10617763,Single-listing Hosts
OPE2147211086,618622,Single-listing Hosts
OPE2252308957,81133101,2-3 listing Hosts
BOU1574197625,2848162,Single-listing Hosts
POP1243458759,39056096,Single-listing Hosts
VAU5902573216,18094377,Single-listing Hosts
BAT0320636766,54701618,2-3 listing Hosts
PAL1665928998,87225674,Single-listing Hosts
VAU4379432524,19990162,Single-listing Hosts
OPE8679865111,20902425,Single-listing Hosts
ENT1501649447,70680560,Single-listing Hosts
TEM4430002835,67737379,10+ listing Hosts
BOU9180534931,78659006,Single-listing Hosts
BUT6258287958,17297306,Single-listing Hosts
BUT5448486700,24119156,2-3 listing Hosts
LUX2753741049,35661946,Single-listing Hosts
PAS6846098994,16619450,Single-listing Hosts
VAU6073374151,42807980,Single-listing Hosts
BOU2841690533,83786105,Single-listing Hosts
VAU8782002167,56683853,Single-listing Hosts
MEN5558118389,1955221,Single-listing Hosts
PAN2533838364,79394826,Single-listing Hosts
PAL6067242759,71855206,Single-listing Hosts
LOU2555961694,769022,10+ listing Hosts
ENT9233264465,76551426,2-3 listing Hosts
